,Country,Time,PopMale,PopFemale,PopTotal,PopDensity
411,Aruba,2012,"48,87","53,695","102,565",569.806
412,Aruba,2013,"49,115","54,05","103,165",573.139
413,Aruba,2014,"49,368","54,408","103,776",576.533
414,Aruba,2015,"49,597","54,742","104,339",579.661
415,Aruba,2016,"49,821","55,044","104,865",582.583
416,Aruba,2017,"50,033","55,328","105,361",585.339
417,Aruba,2018,"50,244","55,602","105,846",588.033
418,Aruba,2019,"50,443","55,867","106,31",590.611
419,Aruba,2020,"50,642","56,124","106,766",593.144
420,Asia,2001,"1,937,108,571","1,852,176,789","3789285,36",122.105
421,Asia,2002,"1961762,1","1,875,118,149","3,836,880,249",123.638
422,Asia,2003,"1,986,334,537","1,897,800,081","3,884,134,618",125.161
423,Asia,2004,"2,010,824,153","1920322,31","3,931,146,463",126.676
424,Asia,2005,"2,035,223,713","1,942,762,739","3,977,986,452",128.185
425,Asia,2006,"2,059,545,355","1,965,134,531","4,024,679,886",129.69
426,Asia,2007,"2,083,779,938","1987435,0","4,071,214,938",131.189
427,Asia,2008,"2,107,869,159","2,009,702,961","4117572,12",132.683
428,Asia,2009,"2,131,733,865","2,031,978,936","4,163,712,801",134.17
429,Asia,2010,"2,155,312,337","2,054,281,387","4,209,593,724",135.648
430,Asia,2011,"2,178,564,217","2,076,625,407","4,255,189,624",137.118
431,Asia,2012,"2,201,486,145","2,098,976,046","4,300,462,191",138.576
432,Asia,2013,"2,224,096,128","2,121,235,189","4,345,331,317",140.022
433,Asia,2014,"2,246,430,074","2,143,269,422","4,389,699,496",141.452
434,Asia,2015,"2,268,502,595","2,164,972,727","4,433,475,322",142.863
435,Asia,2016,"2,290,307,379","2,186,300,413","4,476,607,792",144.253
436,Asia,2017,"2311794,77","2,207,245,246","4,519,040,016",145.62
437,Asia,2018,"2,332,882,809","2,227,784,328","4,560,667,137",146.961
438,Asia,2019,"2,353,466,245","2,247,905,021","4,601,371,266",148.273
439,Asia,2020,"2,373,462,035","2,267,592,751","4,641,054,786",149.552
440,Asia-Pacific Economic Cooperation (APEC),2001,"1,309,390,686","1,293,450,468","2,602,841,154",43.283
441,Asia-Pacific Economic Cooperation (APEC),2002,"1,319,486,492","1,303,315,191","2,622,801,683",43.615
442,Asia-Pacific Economic Cooperation (APEC),2003,"1,329,350,692","1,312,897,864","2,642,248,556",43.938
443,Asia-Pacific Economic Cooperation (APEC),2004,"1,339,202,324","1,322,395,595","2,661,597,919",44.26
444,Asia-Pacific Economic Cooperation (APEC),2005,"1,349,199,811","1,331,957,838","2,681,157,649",44.585
445,Asia-Pacific Economic Cooperation (APEC),2006,"1,359,398,586","1,341,625,757","2,701,024,343",44.916
446,Asia-Pacific Economic Cooperation (APEC),2007,"1,369,759,274","1,351,383,124","2,721,142,398",45.25
447,Asia-Pacific Economic Cooperation (APEC),2008,"1,380,225,626","1,361,248,137","2,741,473,763",45.588
448,Asia-Pacific Economic Cooperation (APEC),2009,"1,390,699,757","1,371,223,095","2,761,922,852",45.928
449,Asia-Pacific Economic Cooperation (APEC),2010,"1,401,101,618","1,381,299,121","2,782,400,739",46.269
450,Asia-Pacific Economic Cooperation (APEC),2011,"1,411,406,835","1,391,483,836","2,802,890,671",46.61
451,Asia-Pacific Economic Cooperation (APEC),2012,"1,421,613,422","1,401,754,369","2,823,367,791",46.95
452,Asia-Pacific Economic Cooperation (APEC),2013,"1,431,684,987","1,412,026,676","2,843,711,663",47.288
453,Asia-Pacific Economic Cooperation (APEC),2014,"1,441,582,541","1,422,188,182","2,863,770,723",47.622
454,Asia-Pacific Economic Cooperation (APEC),2015,"1,451,264,794","1,432,144,034","2,883,408,828",47.949
455,Asia-Pacific Economic Cooperation (APEC),2016,"1,460,717,738","1441866,62","2,902,584,358",48.267
456,Asia-Pacific Economic Cooperation (APEC),2017,"1,469,902,127","1,451,334,878","2,921,237,005",48.578
457,Asia-Pacific Economic Cooperation (APEC),2018,"1,478,722,783","1,460,469,612","2,939,192,395",48.876
458,Asia-Pacific Economic Cooperation (APEC),2019,"1,487,063,708","1469181,57","2,956,245,278",49.16
459,Asia-Pacific Economic Cooperation (APEC),2020,"1,494,842,389","1,477,407,093","2,972,249,482",49.426
460,Asia-Pacific Group,2001,"1,929,003,401","1,843,325,506","3,772,328,907",120.361
461,Asia-Pacific Group,2002,"1,953,619,683","1,866,246,192","3,819,865,875",121.877
462,Asia-Pacific Group,2003,"1,978,146,863","1,888,900,449","3,867,047,312",123.383
463,Asia-Pacific Group,2004,"2,002,585,856","1,911,388,142","3,913,973,998",124.88
464,Asia-Pacific Group,2005,"2,026,931,368","1,933,787,306","3,960,718,674",126.371
465,Asia-Pacific Group,2006,"2,051,195,959","1,956,110,472","4,007,306,431",127.858
466,Asia-Pacific Group,2007,"2,075,369,884","1,978,354,885","4,053,724,769",129.339
467,Asia-Pacific Group,2008,"2,099,394,916","2,000,561,202","4,099,956,118",130.814
468,Asia-Pacific Group,2009,"2,123,191,597","2,022,772,604","4,145,964,201",132.282
469,Asia-Pacific Group,2010,"2146698,27","2,045,009,522","4,191,707,792",133.741
470,Asia-Pacific Group,2011,"2,169,874,959","2,067,288,095","4,237,163,054",135.192
471,Asia-Pacific Group,2012,"2,192,718,985","2,089,573,224","4,282,292,209",136.631
472,Asia-Pacific Group,2013,"2,215,248,962","2,111,766,077","4,327,015,039",138.058
473,Asia-Pacific Group,2014,"2,237,501,536","2,133,732,072","4,371,233,608",139.469
474,Asia-Pacific Group,2015,"2,259,491,967","2,155,364,569","4,414,856,536",140.861
475,Asia-Pacific Group,2016,"2,281,214,279","2176618,75","4,457,833,029",142.232
476,Asia-Pacific Group,2017,"2,302,619,447","2,197,488,464","4,500,107,911",143.581
477,Asia-Pacific Group,2018,"2,323,627,103","2,217,952,985","4,541,580,088",144.904
478,Asia-Pacific Group,2019,"2,344,133,868","2,238,002,391","4,582,136,259",146.198
479,Asia-Pacific Group,2020,"2364058,09","2257624,14","4621682,23",147.46
480,Association of Southeast Asian Nations (ASEAN),2001,"264,726,001","266,822,393","531,548,394",122.878
481,Association of Southeast Asian Nations (ASEAN),2002,"268,346,767","270,472,486","538,819,253",124.559
482,Association of Southeast Asian Nations (ASEAN),2003,"271,932,522","274,043,499","545,976,021",126.213
483,Association of Southeast Asian Nations (ASEAN),2004,"275,525,065","277,549,713","553,074,778",127.854
484,Association of Southeast Asian Nations (ASEAN),2005,"279,154,709","281,006,242","560,160,951",129.492
485,Association of Southeast Asian Nations (ASEAN),2006,"282,829,112","284,407,279","567,236,391",131.128
486,Association of Southeast Asian Nations (ASEAN),2007,"286,539,576","287,762,142","574,301,718",132.761
487,Association of Southeast Asian Nations (ASEAN),2008,"290,278,944","291118,52","581,397,464",134.401
488,Association of Southeast Asian Nations (ASEAN),2009,"294,033,855","294538,09","588,571,945",136.06
489,Association of Southeast Asian Nations (ASEAN),2010,"297,791,832","298,061,897","595,853,729",137.743
490,Association of Southeast Asian Nations (ASEAN),2011,"301,552,368","301,711,318","603,263,686",139.456
491,Association of Southeast Asian Nations (ASEAN),2012,"305,311,377","305466,21","610,777,587",141.193
492,Association of Southeast Asian Nations (ASEAN),2013,"309,047,485","309,273,664","618,321,149",142.937
493,Association of Southeast Asian Nations (ASEAN),2014,"312,733,564","313,057,344","625,790,908",144.664
494,Association of Southeast Asian Nations (ASEAN),2015,"316,349,046","316,760,359","633,109,405",146.356
495,Association of Southeast Asian Nations (ASEAN),2016,"319,883,122","320,364,229","640,247,351",148.006
496,Association of Southeast Asian Nations (ASEAN),2017,"323,335,968","323,880,525","647,216,493",149.617
497,Association of Southeast Asian Nations (ASEAN),2018,"326,711,658","327,318,805","654,030,463",151.192
498,Association of Southeast Asian Nations (ASEAN),2019,"330,019,461","330,699,265","660,718,726",152.738
499,Association of Southeast Asian Nations (ASEAN),2020,"333,265,465","334,035,947","667,301,412",154.26
500,Australia,2001,"9,577,028","9,617,648","19,194,676",2.499
501,Australia,2002,"9,680,332","9,721,034","19,401,366",2.525
502,Australia,2003,"9790,9","9,833,263","19,624,163",2.554
503,Australia,2004,"9,918,667","9,960,987","19,879,654",2.588
504,Australia,2005,"10,070,069","10,108,474","20,178,543",2.627
505,Australia,2006,"10,248,441","10,277,859","20526,3",2.672
506,Australia,2007,"10,449,782","10,466,557","20,916,339",2.723
507,Australia,2008,"10,664,165","10,668,128","21,332,293",2.777
508,Australia,2009,"10,877,473","10,873,379","21,750,852",2.831
509,Australia,2010,"11,079,372","11,075,315","22,154,687",2.884
510,Australia,2011,"11,266,234","11,271,768","22,538,002",2.934
511,Australia,2012,"11,440,451","11463,5","22,903,951",2.981
512,Australia,2013,"11,605,027","11,649,885","23,254,912",3.027
513,Australia,2014,"11,765,369","11,831,057","23,596,426",3.072
514,Australia,2015,"11,925,355","12,007,144","23,932,499",3.115
515,Australia,2016,"12,085,384","12,177,326","24262,71",3.158
516,Australia,2017,"12,243,642","12,340,977","24,584,619",3.2
517,Australia,2018,"12,399,374","12,498,779","24,898,153",3.241
518,Australia,2019,"12,551,311","12,651,889","25203,2",3.281
519,Australia,2020,"12,698,625","12,801,256","25,499,881",3.319
520,Australia/New Zealand,2001,"11,493,679","11,608,938","23,102,617",2.908
521,Australia/New Zealand,2002,"11,622,954","11,741,614","23,364,568",2.941
522,Australia/New Zealand,2003,"11,761,565","11,884,672","23,646,237",2.976
523,Australia/New Zealand,2004,"11,917,494","12,042,581","23,960,075",3.016
524,Australia/New Zealand,2005,"12,095,817","12,218,079","24,313,896",3.06
525,Australia/New Zealand,2006,"12,299,426","12,412,756","24,712,182",3.11
526,Australia/New Zealand,2007,"12,524,796","12,624,589","25,149,385",3.165
527,Australia/New Zealand,2008,"12,762,478","12,847,971","25,610,449",3.223
528,Australia/New Zealand,2009,"12,999,189","13,075,001","26074,19",3.282
529,Australia/New Zealand,2010,"13,225,135","13,299,612","26,524,747",3.338
530,Australia/New Zealand,2011,"13,436,814","13,519,862","26,956,676",3.393
531,Australia/New Zealand,2012,"13,636,285","13,736,128","27,372,413",3.445
532,Australia/New Zealand,2013,"13,826,082","13,947,349","27,773,431",3.495
533,Australia/New Zealand,2014,"14,010,958","14152,99","28,163,948",3.545
534,Australia/New Zealand,2015,"14,194,316","14352,71","28,547,026",3.593
535,Australia/New Zealand,2016,"14376,4","14,545,575","28,921,975",3.64
536,Australia/New Zealand,2017,"14555,54","14,731,108","29,286,648",3.686
537,Australia/New Zealand,2018,"14,731,203","14,910,081","29,641,284",3.731
538,Australia/New Zealand,2019,"14,902,473","15,083,789","29,986,262",3.774
539,Australia/New Zealand,2020,"15,068,788","15,253,326","30,322,114",3.816
540,Austria,2001,"3,932,288","4,165,467","8,097,755",98.263
541,Austria,2002,"3951,4","4,183,003","8,134,403",98.708
542,Austria,2003,"3,972,392","4,203,463","8,175,855",99.211
543,Austria,2004,"3,993,099","4,223,711","8216,81",99.708
544,Austria,2005,"4,012,059","4,241,597","8,253,656",100.155
545,Austria,2006,"4028,9","4,256,445","8,285,345",100.539
546,Austria,2007,"4,044,501","4269,23","8,313,731",100.884
547,Austria,2008,"4,060,179","4,281,346","8,341,525",101.221
548,Austria,2009,"4,077,779","4,294,879","8,372,658",101.599
549,Austria,2010,"4,098,642","4,311,303","8,409,945",102.051
550,Austria,2011,"4,122,777","4,330,724","8,453,501",102.58
551,Austria,2012,"4,149,693","4,352,537","8502,23",103.171
552,Austria,2013,"4,179,601","4376,59","8,556,191",103.826
553,Austria,2014,"4212,65","4,402,555","8,615,205",104.542
554,Austria,2015,"4,248,656","4,430,011","8,678,667",105.312
555,Austria,2016,"4,288,096","4459,21","8,747,306",106.145
556,Austria,2017,"4,330,192","4489,71","8,819,902",107.026
557,Austria,2018,"4,371,944","4,519,439","8,891,383",107.893
558,Austria,2019,"4409,38","4,545,728","8,955,108",108.667
559,Austria,2020,"4,439,691","4,566,709","9006,4",109.289
560,Azerbaijan,2001,"4,012,634","4,184,661","8,197,295",99.171
561,Azerbaijan,2002,"4,057,835","4219,23","8,277,065",100.136
562,Azerbaijan,2003,"4,106,197","4,255,236","8,361,433",101.157
563,Azerbaijan,2004,"4,156,206","4,292,732","8,448,938",102.216
564,Azerbaijan,2005,"4,206,809","4,331,801","8538,61",103.3
565,Azerbaijan,2006,"4,257,661","4,372,492","8,630,153",104.408
566,Azerbaijan,2007,"4,309,215","4,415,022","8,724,237",105.546
567,Azerbaijan,2008,"4,362,093","4,459,776","8,821,869",106.727
568,Azerbaijan,2009,"4,417,211","4,507,172","8,924,383",107.968
569,Azerbaijan,2010,"4475,09","4,557,375","9,032,465",109.275
570,Azerbaijan,2011,"4,535,779","4,610,498","9,146,277",110.652
571,Azerbaijan,2012,"4598,63","4,666,054","9,264,684",112.085
572,Azerbaijan,2013,"4,662,607","4722,86","9,385,467",113.546
573,Azerbaijan,2014,"4,726,285","4,779,331","9,505,616",114.999
574,Azerbaijan,2015,"4,788,513","4,834,228","9,622,741",116.416
575,Azerbaijan,2016,"4,848,931","4887,11","9,736,041",117.787
576,Azerbaijan,2017,"4907,39","4,937,926","9,845,316",119.109
577,Azerbaijan,2018,"4,963,252","4,986,285","9,949,537",120.37
578,Azerbaijan,2019,"5,015,834","5,031,885","10,047,719",121.558
579,Azerbaijan,2020,"5,064,664","5,074,511","10,139,175",122.664
580,BRIC,2001,"1,381,629,249","1,315,527,369","2,697,156,618",72.707
581,BRIC,2002,"1396329,66","1,329,093,013","2,725,422,673",73.469
582,BRIC,2003,"1,410,815,052","1,342,431,736","2,753,246,788",74.219
583,BRIC,2004,"1,425,153,594","1,355,641,639","2,780,795,233",74.961
584,BRIC,2005,"1,439,391,467","1368794,07","2,808,185,537",75.7
585,BRIC,2006,"1453551,29","1,381,914,256","2,835,465,546",76.435
586,BRIC,2007,"1,467,613,783","1,394,986,231","2,862,600,014",77.166
587,BRIC,2008,"1,481,530,378","1407987,99","2,889,518,368",77.892
588,BRIC,2009,"1495229,26","1,420,879,776","2,916,109,036",78.609
589,BRIC,2010,"1,508,655,965","1,433,628,712","2,942,284,677",79.315
590,BRIC,2011,"1,521,782,354","1,446,220,786","2968003,14",80.008
591,BRIC,2012,"1,534,614,036","1,458,653,795","2,993,267,831",80.689
592,BRIC,2013,"1,547,168,986","1,470,917,828","3,018,086,814",81.358
593,BRIC,2014,"1,559,479,382","1,483,003,933","3,042,483,315",82.016
594,BRIC,2015,"1,571,560,209","1,494,896,869","3,066,457,078",82.662
595,BRIC,2016,"1,583,413,884","1,506,591,149","3,090,005,033",83.297
596,BRIC,2017,"1,595,004,036","1,518,058,453","3,113,062,489",83.918
597,BRIC,2018,"1,606,260,185","1,529,233,241","3,135,493,426",84.523
598,BRIC,2019,"1,617,089,931","1,540,033,296","3,157,123,227",85.106
599,BRIC,2020,"1,627,424,392","1,550,397,636","3,177,822,028",85.664
600,BRICS,2001,"1,404,097,269","1,338,630,621","2742727,89",71.594
601,BRICS,2002,"1,419,082,611","1,352,490,975","2,771,573,586",72.347
602,BRICS,2003,"1,433,847,821","1366118,17","2,799,965,991",73.088
603,BRICS,2004,"1,448,469,074","1,379,617,769","2,828,086,843",73.822
604,BRICS,2005,"1,462,998,926","1,393,067,206","2,856,066,132",74.552
605,BRICS,2006,"1,477,461,414","1,406,493,596","2883955,01",75.28
606,BRICS,2007,"1,491,837,673","1,419,882,107","2911719,78",76.005
607,BRICS,2008,"1506083,0","1433214,84","2939297,84",76.725
608,BRICS,2009,"1,520,129,719","1446456,33","2,966,586,049",77.437
609,BRICS,2010,"1,533,925,466","1,459,576,178","2,993,501,644",78.14
610,BRICS,2011,"1,547,444,386","1,472,562,513","3,020,006,899",78.832
611,BRICS,2012,"1,560,689,431","1,485,411,059","3046100,49",79.513
612,BRICS,2013,"1,573,669,303","1,498,104,636","3,071,773,939",80.183
613,BRICS,2014,"1,586,403,432","1,510,624,067","3,097,027,499",80.842
614,BRICS,2015,"1,598,897,213","1,522,946,234","3,121,843,447",81.49
615,BRICS,2016,"1,611,149,597","1,535,063,085","3,146,212,682",82.126
616,BRICS,2017,"1,623,125,473","1,546,946,767","3170072,24",82.749
617,BRICS,2018,"1,634,755,278","1,558,530,668","3,193,285,946",83.355
618,BRICS,2019,"1,645,949,233","1,569,732,261","3,215,681,494",83.94
619,BRICS,2020,"1,656,640,404","1,580,490,314","3,237,130,718",84.499
620,Bahamas,2001,"147,188","155,43","302,618",30.232
621,Bahamas,2002,"149,533","158,124","307,657",30.735
622,Bahamas,2003,"152,147","160,976","313,123",31.281
623,Bahamas,2004,"154,923","163,97","318,893",31.857
624,Bahamas,2005,"157,773","167,075","324,848",32.452
625,Bahamas,2006,"160,699","170,333","331,032",33.07
